Date,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),unknown_discharge (m³/s),Kushi_discharge (m³/s),Longai_discharge (m³/s),Singla_discharge (m³/s),pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),flooded
2019-05-27,31.9,23.5,27.2,5.2,10,2.77,9.5,51,3.6,953.99,1441.12,81.22,4.75,1004.8,0.492,0.504,0.484,0.518,1
2019-05-28,33.1,24.3,28.3,0.3,2,1.84,6.4,48,5.06,886.16,1335.6,77.89,4.71,1003.9,0.467,0.486,0.472,0.516,1
2019-05-29,32.8,24.7,28.4,0.8,6,2.14,5.3,15,4.54,846.23,1260.83,75.21,4.6,1003.6,0.469,0.48,0.462,0.515,1
2019-05-30,31.7,24.8,28.0,4.0,12,2.4,5.6,354,4.06,815.58,1212.39,73.47,4.47,1004.1,0.481,0.483,0.455,0.513,1
2019-05-31,31.3,23.7,26.9,45.3,15,4.12,8.9,140,3.72,800.68,1198.5,75.74,4.43,1004.9,0.496,0.499,0.455,0.512,1
2019-06-01,28.2,23.9,25.4,13.1,14,2.97,7.8,89,1.74,796.99,1204.04,78.8,4.53,1006.1,0.505,0.509,0.474,0.511,1
2019-06-02,29.6,23.8,26.4,2.7,8,2.9,6.4,1,2.64,791.5,1201.26,79.72,4.62,1006.1,0.494,0.499,0.478,0.51,1
2019-06-03,31.1,23.4,26.3,30.8,18,2.95,9.1,96,3.86,791.5,1212.39,83.14,4.69,1005.2,0.503,0.509,0.482,0.51,1
2019-06-04,30.3,23.7,25.7,30.7,23,4.38,11.8,124,2.66,798.83,1240.65,88.13,4.9,1004.9,0.508,0.513,0.514,0.514,1
2019-06-05,30.0,24.2,26.5,22.9,24,2.02,9.2,71,3.13,800.68,1252.14,90.41,5.1,1004.6,0.508,0.512,0.486,0.517,1
2019-06-06,32.8,24.8,28.5,8.2,13,2.31,4.8,185,4.75,802.53,1246.38,92.11,5.22,1005.0,0.49,0.5,0.489,0.516,1
2019-06-07,29.7,24.2,26.3,15.4,19,1.42,5.9,97,2.18,819.35,1257.93,97.17,5.44,1006.4,0.51,0.512,0.489,0.515,1
2019-06-08,31.1,24.5,27.1,7.9,21,2.11,8.0,121,3.26,838.46,1281.33,99.23,5.65,1004.5,0.503,0.507,0.489,0.514,1
2019-06-09,30.9,24.4,27.2,9.0,22,3.24,10.7,352,3.44,850.14,1290.22,98.77,5.75,1002.8,0.508,0.51,0.49,0.514,1
2019-06-10,30.9,24.8,27.7,6.3,18,2.15,8.8,78,3.34,861.98,1296.18,96.5,5.68,1001.7,0.5,0.508,0.5,0.513,1
2019-06-11,32.2,25.3,28.6,1.5,7,1.53,5.7,52,4.28,869.96,1296.18,94.28,5.56,1001.2,0.488,0.501,0.497,0.513,1
2019-06-12,33.4,26.1,29.6,4.5,9,2.82,5.7,274,4.59,867.96,1287.25,92.33,5.44,1000.5,0.465,0.477,0.487,0.513,1
2019-06-13,33.6,25.9,29.8,7.7,7,2.73,7.8,198,4.55,880.05,1290.22,95.16,5.47,998.8,0.451,0.46,0.478,0.512,1
2019-06-14,29.3,25.5,26.7,24.2,24,2.73,6.3,134,1.79,911.01,1329.45,105.17,5.78,1000.0,0.512,0.503,0.473,0.511,1
2019-06-15,30.1,25.4,27.0,30.7,24,2.28,8.3,62,2.45,951.8,1388.95,113.02,6.16,1000.6,0.512,0.516,0.483,0.511,1
2019-06-16,31.9,24.8,27.8,5.8,20,2.97,8.3,137,3.41,973.99,1427.89,113.82,6.35,1000.3,0.504,0.508,0.5,0.51,1
2019-06-17,32.4,25.9,28.6,3.0,10,2.37,6.2,77,3.82,976.24,1437.8,111.2,6.31,1000.6,0.496,0.503,0.5,0.51,1
2019-06-18,33.2,26.2,29.5,1.7,10,3.58,7.3,89,4.53,971.75,1431.19,110.17,6.24,999.7,0.48,0.497,0.499,0.51,1
2019-06-19,33.6,26.3,29.6,9.1,8,2.93,5.7,122,4.11,967.28,1424.61,110.69,6.24,1000.4,0.454,0.471,0.494,0.51,1
2019-06-20,32.2,26.2,28.6,10.0,4,1.91,4.6,117,2.87,971.75,1427.89,113.02,6.28,1002.1,0.467,0.463,0.488,0.509,1
2019-06-21,31.4,25.2,28.2,33.2,15,2.4,5.7,347,2.57,980.75,1441.12,114.35,6.31,1003.4,0.493,0.483,0.484,0.509,1
2019-06-22,32.7,26.0,29.1,8.5,19,2.51,8.3,268,4.53,992.12,1444.44,113.82,6.28,1004.4,0.487,0.496,0.488,0.508,1
2019-06-23,32.7,26.5,29.6,2.9,17,2.82,6.2,250,4.43,996.7,1441.12,111.98,6.21,1004.2,0.48,0.486,0.484,0.508,1
2019-06-24,32.6,26.5,29.3,3.9,20,3.57,8.8,245,4.35,996.7,1434.49,110.43,6.13,1004.6,0.458,0.473,0.479,0.508,1
2019-06-25,32.5,25.5,28.3,26.5,23,3.58,9.7,242,3.26,994.41,1431.19,109.41,6.1,1004.2,0.5,0.487,0.476,0.507,1
2019-06-26,31.5,26.1,27.8,14.4,24,3.77,10.6,239,2.94,987.55,1434.49,109.15,6.06,1002.6,0.512,0.513,0.491,0.507,1
2019-06-27,30.2,25.3,27.3,27.5,20,4.0,11.7,195,2.19,987.55,1447.77,110.17,6.13,1000.4,0.508,0.511,0.505,0.507,1
2019-06-28,28.7,25.3,26.6,12.7,20,3.77,10.5,187,1.5,987.55,1464.55,110.69,6.19,999.8,0.507,0.506,0.517,0.51,1
2019-06-29,32.0,25.5,28.6,0.3,3,1.53,6.6,344,3.97,983.01,1461.18,109.15,6.21,998.8,0.478,0.486,0.512,0.511,1
2019-06-30,32.7,25.6,29.3,22.6,19,2.72,5.5,114,4.4,985.28,1457.81,108.9,6.19,998.7,0.473,0.474,0.507,0.511,1
2019-07-01,33.5,26.3,29.2,10.8,13,2.2,9.6,82,4.59,989.83,1461.18,109.66,6.21,999.8,0.5,0.504,0.502,0.511,0
2019-07-02,33.0,26.7,29.7,2.0,7,2.12,12.0,262,4.58,999.0,1461.18,108.9,6.21,1001.6,0.476,0.486,0.497,0.511,0
2019-07-03,31.2,26.2,28.8,3.9,14,1.9,5.7,328,3.51,1008.25,1461.18,107.39,6.16,1001.3,0.464,0.473,0.492,0.51,0
2019-07-04,32.8,26.4,29.4,6.6,15,2.3,6.1,155,4.66,1008.25,1457.81,105.91,6.1,999.2,0.452,0.459,0.485,0.51,0
2019-07-05,32.8,26.7,29.0,56.6,17,3.44,6.8,76,4.02,1005.93,1454.46,105.66,6.03,997.6,0.496,0.483,0.484,0.509,0
2019-07-06,31.9,25.9,28.1,27.8,22,3.16,12.2,103,2.66,1017.59,1464.55,106.15,6.01,997.5,0.502,0.509,0.485,0.509,0
2019-07-07,29.8,25.6,27.2,32.0,21,2.82,9.6,116,1.59,1063.14,1519.55,112.5,6.18,998.9,0.508,0.515,0.497,0.509,0
2019-07-08,28.5,25.4,26.6,39.4,24,3.85,8.5,170,1.72,1123.61,1609.65,118.12,6.5,1001.2,0.513,0.507,0.516,0.511,0
2019-07-09,29.3,25.2,26.8,33.7,24,4.55,10.6,179,2.29,1192.99,1709.02,124.31,6.93,1001.2,0.512,0.507,0.511,0.518,0
2019-07-10,29.4,25.2,27.0,23.6,24,5.54,11.9,189,2.27,1255.03,1806.17,127.82,7.39,1001.0,0.512,0.515,0.498,0.519,0
2019-07-11,30.7,24.8,26.6,56.3,24,5.39,13.8,195,2.45,1341.77,1922.09,132.66,7.91,1003.2,0.507,0.506,0.488,0.519,0
2019-07-12,28.6,24.7,26.0,26.8,24,5.66,11.4,201,1.32,1398.59,2040.74,136.72,8.51,1004.3,0.512,0.516,0.501,0.517,0
2019-07-13,28.7,24.1,25.8,58.5,24,5.32,11.0,189,1.46,1464.55,2171.7,143.54,9.09,1003.0,0.514,0.515,0.508,0.518,0
2019-07-14,26.9,23.9,25.1,75.4,24,3.76,8.6,179,1.3,1512.56,2295.15,148.97,9.69,1001.4,0.512,0.517,0.497,0.518,0
2019-07-15,27.8,24.3,26.1,22.7,21,4.21,8.0,170,1.4,1547.82,2348.63,150.36,10.09,1001.4,0.508,0.514,0.511,0.518,0
2019-07-16,31.6,25.3,28.0,6.0,15,1.77,6.8,289,3.95,1558.55,2343.23,147.94,10.14,1002.4,0.495,0.493,0.511,0.518,0
2019-07-17,32.8,26.0,29.1,1.0,9,1.56,4.7,3,4.75,1537.15,2300.44,143.88,9.96,1001.3,0.479,0.489,0.494,0.517,0
2019-07-18,34.3,26.2,30.2,16.1,15,2.52,5.1,237,5.3,1512.56,2258.44,142.22,9.76,1001.0,0.466,0.477,0.479,0.516,0
2019-07-19,31.6,26.1,28.5,14.3,19,2.02,5.5,201,3.69,1505.61,2227.44,141.23,9.62,1003.4,0.499,0.496,0.47,0.515,0
2019-07-20,32.0,26.0,28.7,12.8,21,2.37,6.8,210,4.08,1519.55,2227.44,141.56,9.54,1004.1,0.499,0.5,0.468,0.514,0
2019-07-21,31.8,25.4,28.0,15.1,21,3.69,8.1,313,3.39,1516.05,2227.44,140.91,9.52,1003.9,0.503,0.503,0.467,0.513,0
2019-07-22,30.9,25.6,27.7,22.7,24,4.53,10.2,221,3.14,1509.08,2212.09,139.6,9.5,1003.8,0.507,0.512,0.48,0.512,0
2019-07-23,31.8,25.8,28.1,15.6,23,4.39,8.8,220,3.49,1498.69,2201.93,137.36,9.42,1002.9,0.507,0.507,0.487,0.511,0
2019-07-24,31.3,25.1,27.2,29.4,22,3.01,7.7,151,2.79,1491.79,2186.76,136.09,9.33,1003.1,0.506,0.511,0.49,0.511,0
2019-07-25,30.8,25.1,27.7,10.3,16,2.22,4.8,114,3.11,1488.36,2181.73,135.77,9.28,1001.9,0.498,0.507,0.499,0.511,0
2019-07-26,29.8,25.3,27.1,20.6,21,2.62,8.8,53,2.15,1498.69,2186.76,136.72,9.28,1001.5,0.503,0.512,0.506,0.511,0
2019-07-27,30.4,25.2,27.6,16.9,12,2.57,10.8,71,2.98,1512.56,2191.81,135.77,9.23,1002.7,0.493,0.497,0.516,0.512,0
2019-07-28,33.3,25.6,29.3,1.2,5,2.11,6.3,312,4.97,1526.57,2186.76,133.59,9.12,1003.8,0.461,0.469,0.507,0.512,0
2019-07-29,32.5,25.8,28.6,7.3,15,3.47,8.1,280,4.63,1544.25,2191.81,131.13,8.98,1004.7,0.447,0.454,0.499,0.512,0
2019-07-30,30.6,25.2,27.1,18.5,24,3.91,8.4,195,2.7,1580.25,2227.44,131.13,8.91,1004.6,0.509,0.488,0.493,0.511,0
2019-07-31,30.4,25.2,27.2,8.8,19,2.77,7.7,156,2.9,1591.21,2242.88,129.92,8.89,1003.3,0.503,0.507,0.501,0.511,0
2019-08-01,31.4,25.1,28.1,16.8,15,2.53,5.2,73,3.82,1587.55,2232.57,127.82,8.77,1001.7,0.497,0.505,0.5,0.511,0
2019-08-02,32.0,25.2,28.4,14.4,16,3.32,6.4,87,4.36,1580.25,2217.2,126.35,8.62,1000.6,0.497,0.508,0.503,0.511,0
2019-08-03,31.0,26.1,28.6,7.8,15,1.97,4.6,59,3.1,1583.89,2207.01,125.77,8.55,999.6,0.495,0.5,0.503,0.51,0
2019-08-04,32.7,26.0,29.3,11.7,12,3.47,6.1,83,4.14,1602.25,2217.2,125.47,8.46,997.0,0.493,0.503,0.5,0.51,0
2019-08-05,35.0,26.9,31.0,0.2,2,1.71,7.6,67,5.2,1598.56,2212.09,123.74,8.33,994.5,0.472,0.494,0.497,0.51,0
2019-08-06,35.3,26.7,31.0,0.4,2,5.93,11.0,95,5.64,1580.25,2186.76,121.74,8.18,995.6,0.442,0.47,0.49,0.51,0
2019-08-07,33.1,26.2,29.0,12.4,12,3.44,9.3,96,3.55,1565.75,2171.7,124.03,8.1,998.8,0.468,0.454,0.481,0.509,0
2019-08-08,30.9,25.9,27.7,4.1,10,1.66,8.9,35,2.25,1558.55,2161.72,125.77,8.1,1002.2,0.487,0.481,0.474,0.509,0
2019-08-09,30.5,26.1,28.2,12.8,19,2.55,7.6,224,2.94,1554.97,2151.78,124.6,8.04,1001.8,0.496,0.484,0.47,0.508,0
2019-08-10,31.7,26.3,28.4,1.4,8,1.9,4.4,77,3.25,1551.39,2132.04,122.03,7.91,1000.0,0.485,0.485,0.466,0.508,0
2019-08-11,35.1,27.2,31.1,0.0,0,2.64,4.8,283,5.39,1530.09,2107.63,119.5,7.75,997.1,0.447,0.47,0.463,0.507,0
2019-08-12,35.6,26.1,29.8,31.3,12,4.9,10.1,100,4.75,1519.55,2097.94,123.45,7.71,999.0,0.45,0.459,0.457,0.506,0
2019-08-13,32.6,25.5,28.2,21.6,16,4.67,9.3,10,3.56,1530.09,2117.36,129.32,7.91,1004.3,0.504,0.492,0.455,0.506,0
2019-08-14,29.6,25.4,27.1,22.7,23,3.22,8.4,223,2.35,1544.25,2141.89,132.05,8.1,1006.5,0.508,0.51,0.462,0.505,0
2019-08-15,29.6,24.5,26.5,55.6,24,2.8,7.6,253,1.96,1562.15,2171.7,135.46,8.27,1005.5,0.51,0.516,0.492,0.505,0
2019-08-16,29.4,25.1,26.6,34.0,24,2.21,8.7,94,1.98,1572.98,2196.86,137.04,8.4,1004.0,0.509,0.511,0.517,0.51,0
2019-08-17,31.4,25.3,28.1,5.8,19,2.41,5.7,214,3.83,1572.98,2196.86,136.4,8.38,1004.1,0.497,0.49,0.513,0.516,0
2019-08-18,31.1,25.7,28.1,5.1,15,2.19,6.6,227,3.67,1562.15,2176.71,134.21,8.29,1006.2,0.489,0.494,0.502,0.516,0
2019-08-19,31.4,25.4,28.1,4.4,16,2.55,7.4,261,4.17,1547.82,2151.78,131.74,8.16,1005.9,0.489,0.495,0.491,0.515,0
2019-08-20,31.7,25.8,28.5,4.7,15,2.2,5.6,145,3.8,1530.09,2122.24,129.62,8.04,1003.8,0.487,0.497,0.484,0.515,0
2019-08-21,32.2,25.5,28.8,8.0,9,3.3,6.5,186,3.91,1505.61,2093.11,128.72,7.91,1002.3,0.488,0.496,0.477,0.514,0
2019-08-22,33.6,25.6,29.1,148.1,12,3.5,7.6,180,4.13,1523.05,2112.49,135.46,8.1,1001.8,0.499,0.505,0.482,0.514,0
2019-08-23,29.9,25.4,27.3,30.2,16,2.33,5.5,147,2.08,1544.25,2171.7,139.6,8.4,1004.3,0.504,0.511,0.515,0.513,0
2019-08-24,30.4,25.3,27.3,11.3,14,2.41,5.2,98,2.77,1562.15,2196.86,140.58,8.57,1004.7,0.505,0.506,0.516,0.515,0
2019-08-25,33.1,25.6,28.9,9.8,5,2.02,6.0,135,4.69,1587.55,2212.09,141.23,8.53,1003.6,0.487,0.497,0.514,0.516,0
2019-08-26,34.0,25.9,29.5,7.6,10,2.59,5.5,252,4.46,1617.08,2237.72,143.21,8.51,1003.0,0.481,0.483,0.504,0.516,0
2019-08-27,33.3,26.6,29.4,2.5,6,2.09,5.7,238,4.14,1617.08,2237.72,143.54,8.57,1002.6,0.484,0.489,0.493,0.515,0
2019-08-28,29.5,25.7,27.3,13.9,20,1.82,4.8,139,1.64,1635.82,2253.24,147.25,8.66,1004.6,0.509,0.512,0.493,0.514,0
2019-08-29,32.2,26.2,29.2,2.9,12,2.1,6.5,226,3.97,1685.55,2300.44,150.36,8.73,1003.7,0.483,0.496,0.492,0.514,0
2019-08-30,32.2,26.1,29.0,4.6,13,2.42,5.7,217,3.44,1716.91,2332.46,151.41,8.68,1001.1,0.486,0.487,0.484,0.513,0
2019-08-31,32.0,25.9,28.5,0.2,2,2.31,5.2,356,2.77,1712.96,2327.09,149.66,8.57,1000.7,0.486,0.495,0.479,0.513,0
2019-09-01,34.9,26.3,30.0,2.1,1,4.03,7.9,192,4.91,1697.24,2316.39,149.66,8.46,1001.0,0.457,0.476,0.473,0.512,1
2019-09-02,33.2,25.6,29.2,0.0,0,3.13,8.4,141,3.67,1681.67,2295.15,149.31,8.35,1001.2,0.474,0.484,0.467,0.511,1
2019-09-03,32.5,25.3,28.8,24.9,15,2.84,7.5,124,3.93,1673.94,2295.15,154.96,8.35,1001.7,0.49,0.491,0.463,0.51,1
2019-09-04,31.5,25.0,28.4,17.1,13,3.07,7.4,73,3.15,1673.94,2300.44,159.32,8.53,1002.2,0.496,0.503,0.471,0.51,1
2019-09-05,30.9,25.3,27.9,11.2,14,1.98,4.4,354,3.05,1689.44,2311.07,161.93,8.71,1002.2,0.499,0.508,0.502,0.509,1
2019-09-06,31.7,25.8,28.5,12.8,18,3.1,5.9,129,3.68,1705.08,2321.74,161.93,8.77,1001.7,0.494,0.497,0.503,0.509,1
2019-09-07,30.6,26.2,28.1,6.9,20,2.34,10.3,317,2.78,1728.82,2332.46,159.69,8.73,1003.4,0.5,0.504,0.504,0.509,1
2019-09-08,30.4,25.8,27.5,15.2,21,2.14,10.9,255,2.62,1744.82,2343.23,157.12,8.64,1003.9,0.507,0.511,0.507,0.509,1
2019-09-09,29.3,25.6,27.2,19.0,24,4.49,8.7,198,2.26,1756.92,2348.63,156.04,8.57,1002.9,0.507,0.509,0.513,0.509,1
2019-09-10,30.9,25.8,27.9,21.9,23,3.13,7.0,199,3.17,1756.92,2354.05,154.24,8.55,1003.0,0.501,0.488,0.513,0.512,1
2019-09-11,30.4,25.6,27.7,9.8,18,3.26,8.5,100,3.34,1744.82,2348.63,153.17,8.51,1005.0,0.501,0.507,0.512,0.512,1
2019-09-12,29.1,25.0,26.7,14.1,22,2.6,12.0,153,1.98,1748.85,2354.05,152.82,8.46,1008.4,0.508,0.51,0.492,0.518,1
2019-09-13,30.4,24.9,26.6,11.1,18,3.5,8.4,224,2.53,1748.85,2359.48,152.46,8.46,1008.8,0.509,0.51,0.469,0.516,1
2019-09-14,31.1,25.1,27.9,0.9,9,2.68,6.3,198,3.93,1748.85,2354.05,150.36,8.42,1007.5,0.479,0.493,0.467,0.515,1
2019-09-15,30.4,25.4,27.9,7.4,17,2.61,7.3,340,3.49,1728.82,2327.09,147.59,8.31,1006.0,0.467,0.476,0.46,0.513,1
2019-09-16,30.0,25.5,27.5,8.8,14,1.8,7.5,53,2.68,1701.16,2289.87,144.88,8.16,1006.1,0.491,0.48,0.452,0.512,1
2019-09-17,31.8,24.9,27.9,0.6,5,2.09,5.8,343,3.97,1681.67,2253.24,141.89,7.99,1007.8,0.487,0.499,0.458,0.511,1
2019-09-18,32.7,25.0,28.9,0.0,0,1.55,4.3,351,4.09,1658.59,2222.31,138.96,7.83,1009.3,0.46,0.48,0.454,0.51,1
2019-09-19,32.8,26.0,29.4,0.3,1,1.6,4.2,348,4.47,1632.05,2181.73,136.09,7.69,1008.8,0.438,0.461,0.447,0.509,1
2019-09-20,32.2,25.7,29.0,0.8,5,1.71,4.9,79,4.0,1602.25,2146.83,133.59,7.53,1007.7,0.419,0.441,0.439,0.508,1
2019-09-21,33.6,25.1,28.9,8.0,7,2.14,4.7,117,4.5,1580.25,2112.49,131.43,7.39,1007.6,0.427,0.422,0.433,0.507,1
2019-09-22,30.0,25.1,27.1,16.4,12,2.53,7.2,97,2.52,1572.98,2102.78,132.66,7.34,1010.4,0.489,0.443,0.426,0.506,1
2019-09-23,29.0,24.6,26.2,12.4,9,2.51,5.6,62,2.01,1594.88,2127.14,137.68,7.41,1012.4,0.499,0.495,0.423,0.505,1
2019-09-24,26.6,24.0,25.1,20.7,13,2.9,5.5,99,1.4,1670.09,2212.09,146.23,7.65,1014.1,0.498,0.502,0.432,0.504,1
2019-09-25,25.9,23.0,24.5,19.8,20,2.0,4.4,75,1.16,1760.98,2311.07,151.76,7.93,1016.3,0.51,0.511,0.452,0.504,1
2019-09-26,29.2,23.1,25.9,1.2,4,2.45,5.3,208,3.29,1810.34,2370.37,151.41,8.06,1015.2,0.492,0.496,0.465,0.503,1
2019-09-27,30.2,23.1,26.7,2.4,4,3.35,6.1,74,3.44,1822.9,2381.32,147.94,7.97,1013.8,0.473,0.484,0.464,0.503,1
2019-09-28,31.5,23.4,26.8,3.1,6,3.55,7.1,86,3.81,1814.52,2364.92,146.23,7.83,1013.2,0.454,0.47,0.461,0.502,1
2019-09-29,28.1,23.1,25.5,8.5,18,2.2,4.9,57,2.02,1802.02,2354.05,145.89,7.75,1013.3,0.494,0.474,0.458,0.502,1
2019-09-30,28.7,23.1,25.2,18.1,22,2.45,6.6,74,2.69,1793.73,2348.63,145.89,7.71,1010.7,0.504,0.497,0.459,0.502,1
2019-10-01,25.7,23.3,24.4,15.6,24,3.04,8.2,80,1.06,1793.73,2343.23,146.57,7.69,1009.7,0.51,0.513,0.478,0.501,0
2019-10-02,28.0,23.1,25.5,6.7,19,2.05,8.5,78,2.51,1793.73,2343.23,146.91,7.65,1009.7,0.499,0.498,0.483,0.501,0
2019-10-03,29.7,23.6,26.4,5.1,20,2.18,5.9,103,3.27,1789.61,2332.46,145.55,7.55,1009.7,0.497,0.497,0.482,0.501,0
2019-10-04,29.2,23.7,26.2,4.5,13,1.8,5.8,70,2.45,1777.28,2316.39,143.88,7.45,1009.1,0.494,0.495,0.483,0.501,0
2019-10-05,30.4,24.0,26.8,1.9,8,2.31,5.6,74,3.45,1756.92,2289.87,142.55,7.34,1009.2,0.493,0.494,0.482,0.5,0
2019-10-06,31.1,23.9,26.9,23.1,15,2.08,5.7,101,3.63,1744.82,2274.1,144.21,7.28,1010.1,0.496,0.5,0.483,0.5,0
2019-10-07,29.5,23.9,26.4,31.7,21,2.06,5.1,95,3.16,1740.81,2268.86,146.91,7.3,1011.0,0.5,0.509,0.494,0.5,0
2019-10-08,28.1,22.6,25.2,5.0,5,1.94,5.2,68,1.94,1744.82,2268.86,146.57,7.3,1011.9,0.495,0.503,0.49,0.5,0
2019-10-09,31.1,23.1,26.8,2.4,9,2.38,4.3,228,4.19,1736.8,2263.64,145.89,7.24,1010.7,0.471,0.488,0.488,0.5,0
2019-10-10,26.6,22.9,24.3,25.1,15,2.02,5.8,96,1.49,1724.84,2248.05,145.22,7.18,1010.8,0.504,0.499,0.489,0.5,0
2019-10-11,27.3,21.8,24.2,20.8,8,2.12,6.8,85,1.93,1705.08,2222.31,143.88,7.11,1010.5,0.492,0.507,0.511,0.501,0
2019-10-12,29.9,22.5,26.1,0.0,0,1.55,4.6,26,3.41,1685.55,2191.81,141.23,6.98,1010.6,0.467,0.485,0.507,0.502,0
2019-10-13,30.8,22.3,26.1,0.1,1,1.99,4.5,55,3.85,1658.59,2156.74,138.32,6.85,1010.7,0.447,0.469,0.504,0.502,0
2019-10-14,31.5,22.9,27.0,0.0,0,1.89,4.5,28,4.1,1624.55,2112.49,135.14,6.71,1011.5,0.423,0.453,0.5,0.502,0
2019-10-15,31.3,23.3,27.2,11.9,14,3.57,6.8,108,3.93,1594.88,2073.91,133.9,6.62,1012.7,0.421,0.439,0.495,0.502,0
2019-10-16,29.8,23.5,26.3,0.3,3,2.02,4.4,94,3.39,1576.61,2050.16,133.28,6.57,1013.3,0.462,0.439,0.488,0.502,0
2019-10-17,30.9,23.2,26.9,0.0,0,1.97,4.3,38,3.88,1569.36,2036.04,131.74,6.5,1012.5,0.434,0.435,0.482,0.502,0
2019-10-18,31.5,23.5,27.1,0.0,0,1.9,4.9,50,3.79,1551.39,2012.72,129.32,6.38,1012.6,0.41,0.429,0.476,0.501,0
2019-10-19,31.7,23.6,27.4,0.0,0,1.8,4.6,49,3.89,1526.57,1980.53,126.64,6.26,1012.8,0.388,0.421,0.47,0.501,0
2019-10-20,31.4,24.0,27.4,0.2,2,1.79,6.1,66,3.62,1498.69,1944.36,124.31,6.14,1011.6,0.368,0.411,0.464,0.501,0
2019-10-21,31.1,24.2,26.7,2.4,6,3.01,8.6,118,3.4,1471.31,1908.85,122.31,6.05,1009.7,0.358,0.402,0.458,0.5,0
2019-10-22,29.4,22.3,25.8,1.6,9,2.45,7.8,167,3.29,1444.44,1873.99,120.34,5.97,1009.3,0.362,0.398,0.454,0.5,0
2019-10-23,30.4,22.2,26.3,0.9,2,2.09,4.7,346,3.72,1421.33,1844.02,118.67,5.89,1009.4,0.348,0.393,0.45,0.499,0
2019-10-24,24.2,20.8,22.2,14.6,21,2.76,6.2,345,0.84,1401.81,1827.1,118.12,5.84,1012.1,0.432,0.393,0.447,0.499,0
2019-10-25,24.9,20.9,22.8,12.0,12,3.96,11.1,46,1.16,1382.57,1818.7,117.3,5.81,1011.2,0.478,0.411,0.444,0.499,0
2019-10-26,24.1,21.1,23.1,73.7,22,3.8,12.3,96,0.86,1421.33,1944.36,126.35,6.01,1011.5,0.51,0.514,0.476,0.498,0
2019-10-27,28.7,22.6,25.1,0.5,4,1.75,4.7,150,2.81,1431.19,2031.36,127.23,6.26,1011.7,0.49,0.503,0.505,0.499,0
2019-10-28,29.7,22.3,25.9,0.5,3,2.11,5.6,76,3.19,1441.12,1980.53,125.77,6.31,1011.7,0.472,0.488,0.504,0.499,0
2019-10-29,30.0,22.0,26.2,0.3,2,2.06,4.2,44,3.25,1437.8,1939.89,123.17,6.19,1011.6,0.458,0.475,0.501,0.5,0
2019-10-30,30.0,22.2,25.9,0.3,2,1.65,4.3,13,3.21,1414.79,1895.71,120.34,6.05,1010.4,0.45,0.465,0.5,0.5,0
2019-10-31,28.3,21.5,24.7,1.3,5,2.3,5.6,44,2.9,1385.76,1848.27,117.85,5.92,1010.4,0.451,0.461,0.497,0.5,0
2019-11-01,28.5,20.1,24.4,0.0,0,2.21,3.7,11,3.14,1357.31,1806.17,115.41,5.79,1010.5,0.439,0.456,0.495,0.5,0
2019-11-02,30.8,20.3,25.3,0.0,0,1.87,4.2,29,3.61,1332.52,1765.04,113.02,5.68,1010.5,0.421,0.447,0.494,0.499,0
2019-11-03,29.1,21.0,24.9,0.0,0,2.09,5.0,21,2.54,1305.17,1728.82,110.69,5.58,1010.8,0.404,0.435,0.489,0.499,0
2019-11-04,29.3,21.2,24.9,0.2,2,2.31,5.4,301,3.04,1278.38,1693.34,108.65,5.49,1010.6,0.388,0.423,0.484,0.499,0
2019-11-05,28.3,20.9,24.1,0.0,0,2.91,5.5,47,2.92,1252.14,1662.41,106.89,5.4,1009.5,0.38,0.419,0.478,0.499,0
2019-11-06,28.6,20.2,24.1,0.0,0,1.97,4.8,33,3.18,1229.27,1628.3,104.93,5.31,1008.8,0.37,0.414,0.474,0.499,0
2019-11-07,29.6,20.9,24.2,0.0,0,2.06,5.0,51,3.28,1206.81,1598.56,103.23,5.22,1009.8,0.354,0.405,0.469,0.498,0
2019-11-08,30.2,21.0,25.9,18.5,11,2.7,6.4,120,2.66,1184.77,1576.61,102.51,5.15,1011.3,0.396,0.401,0.465,0.498,0
2019-11-09,25.3,22.6,23.9,19.0,20,2.16,3.8,25,0.85,1171.2,1562.15,103.23,5.14,1011.3,0.508,0.458,0.462,0.498,0
2019-11-10,25.0,22.1,23.3,12.1,16,2.64,4.7,59,0.79,1171.2,1558.55,104.44,5.14,1009.2,0.509,0.512,0.478,0.498,0
2019-11-11,25.6,20.4,23.0,1.0,1,2.45,5.7,80,1.88,1171.2,1562.15,104.68,5.11,1009.7,0.496,0.507,0.494,0.498,0
2019-11-12,27.4,20.5,23.9,0.1,1,1.9,3.6,69,2.7,1165.81,1554.97,103.71,5.07,1012.5,0.481,0.494,0.495,0.498,0
2019-11-13,28.5,20.1,24.0,0.0,0,1.84,5.1,49,2.98,1149.8,1533.62,102.04,5.0,1014.1,0.469,0.484,0.494,0.497,0
2019-11-14,29.8,19.7,24.0,0.0,0,2.26,5.5,51,3.18,1128.8,1505.61,99.93,4.92,1013.4,0.454,0.473,0.493,0.497,0
