latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
24.850615,92.32008,19.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
2022-12-29,22.8,11.2,16.1,0.00,0.00,0.00,0.0,2.51,3.70,11,2.30
2022-12-30,22.8,11.5,16.1,0.00,0.00,0.00,0.0,2.42,3.90,351,2.25
2022-12-31,21.9,12.0,15.9,0.00,0.00,0.00,0.0,2.63,4.60,37,2.10
2023-01-01,22.7,12.0,16.2,0.00,0.00,0.00,0.0,2.42,4.20,33,2.24
2023-01-02,23.1,10.4,16.1,0.00,0.00,0.00,0.0,2.66,3.60,28,2.34
2023-01-03,23.5,10.4,15.9,0.00,0.00,0.00,0.0,2.48,3.40,356,2.36
2023-01-04,23.4,11.4,16.3,0.00,0.00,0.00,0.0,2.37,4.00,348,2.31
2023-01-05,24.3,12.0,17.2,0.00,0.00,0.00,0.0,2.87,4.80,31,2.29
2023-01-06,24.2,13.1,17.4,0.00,0.00,0.00,0.0,2.38,4.40,24,2.25
2023-01-07,25.2,14.3,18.5,0.00,0.00,0.00,0.0,2.10,4.10,332,2.29
2023-01-08,24.7,15.2,18.8,0.00,0.00,0.00,0.0,2.14,4.00,26,2.04
2023-01-09,25.6,13.5,18.6,0.00,0.00,0.00,0.0,2.38,3.60,27,2.31
2023-01-10,25.9,12.9,18.2,0.00,0.00,0.00,0.0,2.60,4.40,358,2.48
2023-01-11,25.3,12.7,18.2,0.00,0.00,0.00,0.0,2.40,3.80,354,2.49
2023-01-12,24.0,12.1,17.2,0.00,0.00,0.00,0.0,2.47,4.10,249,2.42
2023-01-13,22.7,12.1,16.1,0.00,0.00,0.00,0.0,2.40,4.80,66,2.42
2023-01-14,23.7,11.9,18.2,0.20,0.20,0.00,2.0,2.42,4.40,61,2.39
2023-01-15,24.4,12.3,17.9,0.90,0.90,0.00,1.0,3.76,7.10,250,2.76
2023-01-16,23.3,11.9,17.7,0.00,0.00,0.00,0.0,2.92,5.90,266,2.56
2023-01-17,22.6,11.2,16.5,0.00,0.00,0.00,0.0,2.53,4.80,345,2.34
2023-01-18,21.7,8.6,14.7,0.00,0.00,0.00,0.0,2.68,5.00,57,2.46
2023-01-19,21.8,8.3,14.2,0.00,0.00,0.00,0.0,2.50,4.00,53,2.52
2023-01-20,23.0,8.5,14.8,0.00,0.00,0.00,0.0,2.45,3.70,42,2.56
2023-01-21,23.6,8.9,15.4,0.00,0.00,0.00,0.0,2.71,4.20,51,2.62
2023-01-22,24.5,10.4,16.6,0.00,0.00,0.00,0.0,2.75,4.40,52,2.73
2023-01-23,24.9,11.7,17.5,0.00,0.00,0.00,0.0,2.53,3.90,54,2.71
2023-01-24,25.4,12.1,18.1,0.00,0.00,0.00,0.0,2.35,3.90,57,2.72
2023-01-25,25.8,13.0,18.6,0.00,0.00,0.00,0.0,2.44,4.10,60,2.80
2023-01-26,26.2,13.7,19.0,0.00,0.00,0.00,0.0,2.41,4.50,63,2.79
2023-01-27,26.0,13.7,19.4,0.00,0.00,0.00,0.0,2.46,5.10,89,2.74
2023-01-28,26.6,14.5,19.8,0.00,0.00,0.00,0.0,2.28,4.90,66,2.79
2023-01-29,27.1,13.6,19.0,0.00,0.00,0.00,0.0,2.68,3.80,349,2.86
2023-01-30,28.6,13.8,19.8,0.00,0.00,0.00,0.0,2.75,4.10,356,2.90
2023-01-31,27.3,13.9,20.3,0.00,0.00,0.00,0.0,2.44,4.10,129,2.77
2023-02-01,22.2,14.0,18.1,0.00,0.00,0.00,0.0,2.09,3.50,50,1.03
2023-02-02,26.4,13.1,18.6,0.00,0.00,0.00,0.0,2.60,5.10,286,2.87
2023-02-03,27.1,14.2,19.3,0.00,0.00,0.00,0.0,2.76,5.40,288,2.88
2023-02-04,25.9,13.1,18.6,0.00,0.00,0.00,0.0,2.56,5.00,267,2.89
2023-02-05,25.0,12.9,18.2,0.00,0.00,0.00,0.0,2.66,5.00,261,2.90
2023-02-06,25.0,12.6,18.4,0.00,0.00,0.00,0.0,2.64,5.50,201,2.93
2023-02-07,25.4,13.6,19.0,0.00,0.00,0.00,0.0,2.92,6.30,72,3.03
2023-02-08,26.0,14.5,20.2,1.00,1.00,0.00,4.0,3.91,7.00,23,2.65
2023-02-09,27.5,15.7,20.9,0.00,0.00,0.00,0.0,2.55,5.30,9,3.14
2023-02-10,26.4,14.1,19.9,0.10,0.10,0.00,1.0,3.64,7.30,264,3.07
2023-02-11,26.5,14.0,19.9,0.00,0.00,0.00,0.0,3.75,7.20,135,3.25
2023-02-12,26.7,16.4,20.8,0.30,0.30,0.00,2.0,2.91,5.50,80,2.85
2023-02-13,25.0,10.6,17.9,0.00,0.00,0.00,0.0,3.24,7.00,272,3.74
2023-02-14,25.9,10.9,18.0,0.00,0.00,0.00,0.0,2.94,5.70,278,3.45
2023-02-15,26.2,11.5,18.5,0.00,0.00,0.00,0.0,3.19,6.40,301,3.46
2023-02-16,27.4,12.4,19.9,0.00,0.00,0.00,0.0,3.05,6.00,271,3.52
2023-02-17,28.2,14.0,20.5,0.00,0.00,0.00,0.0,3.91,7.40,247,3.46
2023-02-18,28.9,14.3,20.9,0.00,0.00,0.00,0.0,2.86,5.70,349,3.41
2023-02-19,28.9,14.9,22.0,0.00,0.00,0.00,0.0,2.78,5.10,255,3.37
2023-02-20,28.6,17.6,22.7,0.00,0.00,0.00,0.0,2.32,5.10,284,3.06
2023-02-21,28.5,17.5,22.8,0.60,0.60,0.00,3.0,3.54,6.60,329,2.92
2023-02-22,27.4,18.9,22.3,2.60,2.60,0.00,8.0,4.05,7.40,332,2.43
2023-02-23,25.7,17.7,21.6,7.40,7.40,0.00,9.0,4.13,9.00,92,1.73
2023-02-24,27.0,16.6,21.5,3.90,3.90,0.00,6.0,2.53,6.60,339,2.46
2023-02-25,29.8,15.5,21.4,0.00,0.00,0.00,0.0,2.55,4.10,345,3.10
2023-02-26,29.0,14.7,20.3,0.00,0.00,0.00,0.0,3.22,5.00,324,3.26
2023-02-27,28.9,15.0,21.0,0.00,0.00,0.00,0.0,2.94,3.50,18,3.01
2023-02-28,29.3,15.3,21.2,0.00,0.00,0.00,0.0,2.98,5.00,346,3.19
2023-03-01,29.9,14.9,21.4,0.00,0.00,0.00,0.0,2.44,4.00,2,3.02
2023-03-02,30.6,16.3,21.9,0.00,0.00,0.00,0.0,2.77,5.20,351,3.00
2023-03-03,30.7,16.3,22.6,0.00,0.00,0.00,0.0,2.82,5.20,46,3.05
2023-03-04,31.3,16.7,22.8,0.00,0.00,0.00,0.0,2.56,4.20,359,3.02
2023-03-05,31.0,16.7,23.0,0.00,0.00,0.00,0.0,3.20,5.80,279,3.18
2023-03-06,31.0,16.6,23.3,0.00,0.00,0.00,0.0,3.83,7.20,245,3.35
2023-03-07,30.6,16.3,22.4,0.00,0.00,0.00,0.0,3.86,7.10,280,3.49
2023-03-08,31.1,16.5,22.9,0.00,0.00,0.00,0.0,3.30,5.60,224,3.18
2023-03-09,32.2,17.5,23.4,0.00,0.00,0.00,0.0,3.75,6.30,246,3.22
2023-03-10,30.6,18.3,23.2,0.00,0.00,0.00,0.0,2.82,4.80,222,2.39
2023-03-11,29.1,17.7,22.9,0.00,0.00,0.00,0.0,2.48,4.10,337,2.06
2023-03-12,31.5,16.9,23.6,0.00,0.00,0.00,0.0,3.95,7.50,315,3.24
2023-03-13,33.1,16.9,23.7,0.00,0.00,0.00,0.0,3.32,5.80,219,3.20
2023-03-14,30.9,16.9,23.6,0.00,0.00,0.00,0.0,4.35,8.00,270,3.19
2023-03-15,24.2,16.8,19.5,16.20,16.20,0.00,10.0,4.81,12.50,59,1.29
2023-03-16,29.4,17.4,21.7,1.30,1.30,0.00,1.0,3.71,7.60,59,2.11
2023-03-17,26.8,17.9,21.1,9.10,9.10,0.00,3.0,2.68,11.00,55,1.48
2023-03-18,29.5,18.5,22.8,5.00,5.00,0.00,5.0,2.52,6.20,253,2.25
2023-03-19,22.4,18.7,20.3,10.60,10.60,0.00,15.0,2.70,8.50,66,0.96
2023-03-20,25.3,17.1,20.0,46.50,46.50,0.00,19.0,4.59,10.30,1,1.62
2023-03-21,25.7,17.8,20.4,24.00,24.00,0.00,11.0,3.36,8.20,54,1.95
2023-03-22,25.9,16.9,20.3,6.50,6.50,0.00,18.0,4.46,9.30,85,2.10
2023-03-23,27.3,17.5,21.3,1.80,1.80,0.00,6.0,2.44,5.40,206,2.22
2023-03-24,28.4,17.6,22.1,0.00,0.00,0.00,0.0,3.20,6.70,353,2.61
2023-03-25,29.5,17.6,22.8,3.30,3.30,0.00,4.0,3.68,6.90,57,2.58
2023-03-26,29.4,19.4,23.0,6.50,6.50,0.00,7.0,5.24,9.20,18,2.38
2023-03-27,29.5,18.5,22.8,1.10,1.10,0.00,4.0,3.16,9.00,89,2.51
2023-03-28,30.0,19.0,23.2,17.00,17.00,0.00,4.0,3.69,9.90,36,2.77
2023-03-29,29.0,19.0,22.7,2.00,2.00,0.00,7.0,3.00,6.00,40,2.55
2023-03-30,28.3,18.9,22.5,3.20,3.20,0.00,3.0,3.54,6.40,62,2.64
2023-03-31,30.2,19.9,23.5,1.00,1.00,0.00,3.0,5.67,10.00,356,2.86
2023-04-01,25.3,18.4,21.1,28.90,28.90,0.00,19.0,3.76,9.40,101,1.48
2023-04-02,27.0,18.1,20.6,26.00,26.00,0.00,12.0,4.05,8.50,85,2.41
2023-04-03,26.9,17.7,21.4,5.60,5.60,0.00,7.0,2.82,8.80,77,2.36
2023-04-04,26.6,19.3,22.4,12.70,12.70,0.00,9.0,4.27,9.10,29,2.58
2023-04-05,27.4,19.5,22.2,23.40,23.40,0.00,14.0,4.04,8.40,72,2.01
2023-04-06,29.7,18.7,23.1,5.70,5.70,0.00,4.0,3.42,8.10,51,2.62
2023-04-07,31.8,18.5,24.0,0.00,0.00,0.00,0.0,3.20,5.00,9,4.01
2023-04-08,33.1,18.7,24.8,0.00,0.00,0.00,0.0,3.47,6.40,325,4.07
2023-04-09,33.0,19.7,25.4,0.00,0.00,0.00,0.0,3.48,6.50,222,4.12
2023-04-10,33.1,19.7,25.5,0.00,0.00,0.00,0.0,2.96,5.20,52,4.27
2023-04-11,33.9,19.0,25.8,0.00,0.00,0.00,0.0,2.78,4.50,353,4.50
2023-04-12,33.6,18.3,25.0,0.00,0.00,0.00,0.0,3.47,6.10,18,4.64
2023-04-13,33.7,19.2,26.0,0.00,0.00,0.00,0.0,2.75,4.20,38,4.58
2023-04-14,34.6,20.7,27.4,0.00,0.00,0.00,0.0,3.48,6.40,130,4.57
2023-04-15,35.7,22.3,28.1,0.00,0.00,0.00,0.0,2.70,5.10,236,4.27
2023-04-16,35.3,22.0,28.1,0.00,0.00,0.00,0.0,3.36,6.10,219,4.82
2023-04-17,34.0,22.0,26.5,6.90,6.90,0.00,2.0,5.92,14.50,276,4.05
2023-04-18,33.6,23.1,28.4,8.30,8.30,0.00,2.0,4.25,8.50,312,4.46
2023-04-19,34.5,22.9,28.3,4.00,4.00,0.00,3.0,5.96,13.00,288,4.47
2023-04-20,33.8,22.1,27.1,11.00,11.00,0.00,3.0,4.12,15.30,267,4.51
2023-04-21,28.5,22.3,25.3,0.30,0.30,0.00,3.0,4.03,8.30,81,2.21
2023-04-22,31.4,20.9,25.3,0.10,0.10,0.00,1.0,2.69,6.20,329,4.14
2023-04-23,28.0,19.5,23.3,16.00,16.00,0.00,6.0,3.04,7.70,43,1.97
2023-04-24,31.9,19.9,25.4,0.00,0.00,0.00,0.0,2.53,5.20,321,4.67
2023-04-25,32.1,20.9,26.2,0.00,0.00,0.00,0.0,3.34,6.70,309,4.68
2023-04-26,32.8,21.1,26.5,0.00,0.00,0.00,0.0,4.16,7.80,271,4.84
2023-04-27,33.2,22.4,27.6,0.00,0.00,0.00,0.0,3.92,7.30,258,4.97
2023-04-28,32.5,21.5,26.6,0.00,0.00,0.00,0.0,3.61,7.00,278,4.87
2023-04-29,33.2,22.2,27.5,0.70,0.70,0.00,1.0,3.84,8.90,294,4.87
2023-04-30,32.5,22.6,27.3,0.20,0.20,0.00,1.0,2.85,5.70,300,4.44
2023-05-01,32.7,23.8,28.0,0.00,0.00,0.00,0.0,4.20,8.00,262,4.97
2023-05-02,31.9,22.0,27.1,0.00,0.00,0.00,0.0,3.93,8.70,287,4.81
2023-05-03,31.0,22.8,26.2,14.50,14.50,0.00,6.0,3.38,8.50,320,3.76
2023-05-04,30.5,21.7,24.9,19.40,19.40,0.00,14.0,3.16,10.20,342,3.35
2023-05-05,30.5,22.2,26.0,1.50,1.50,0.00,8.0,3.13,8.70,290,4.11
2023-05-06,31.7,22.5,26.2,0.30,0.30,0.00,3.0,4.85,8.90,22,4.27
2023-05-07,32.7,22.9,27.4,0.50,0.50,0.00,2.0,3.34,7.10,5,4.77
2023-05-08,34.7,22.8,28.6,0.00,0.00,0.00,0.0,3.10,6.00,8,5.45
2023-05-09,35.3,23.3,29.0,0.00,0.00,0.00,0.0,3.11,6.50,348,5.41
2023-05-10,34.2,23.6,27.9,3.80,3.80,0.00,2.0,6.00,15.80,30,4.68
2023-05-11,34.9,24.4,29.6,0.60,0.60,0.00,3.0,4.10,6.90,294,5.34
2023-05-12,34.0,22.4,28.3,0.00,0.00,0.00,0.0,2.69,5.50,337,4.69
2023-05-13,34.3,24.7,29.1,0.00,0.00,0.00,0.0,5.76,10.40,101,5.50
2023-05-14,28.1,21.9,25.0,6.70,6.70,0.00,12.0,6.93,12.60,88,2.54
2023-05-15,31.0,21.7,26.0,4.20,4.20,0.00,2.0,3.34,9.20,6,4.47
2023-05-16,33.0,22.2,26.8,17.80,17.80,0.00,9.0,5.17,13.30,5,4.91
2023-05-17,30.6,22.5,25.8,6.40,6.40,0.00,12.0,3.40,6.90,3,3.65
2023-05-18,29.1,21.8,25.1,2.80,2.80,0.00,9.0,2.79,8.00,67,3.74
2023-05-19,29.0,22.3,25.0,7.80,7.80,0.00,11.0,4.03,8.90,349,3.12
2023-05-20,31.3,21.5,25.9,13.00,13.00,0.00,10.0,2.82,8.90,1,4.23
2023-05-21,32.1,23.2,27.3,5.00,5.00,0.00,5.0,2.75,13.70,306,5.03
2023-05-22,31.6,23.6,27.6,0.40,0.40,0.00,4.0,2.73,6.20,260,4.85
2023-05-23,30.8,22.9,25.9,11.40,11.40,0.00,8.0,3.45,8.50,100,3.72
2023-05-24,29.5,22.5,25.2,1.90,1.90,0.00,8.0,1.96,6.50,128,3.87
2023-05-25,32.0,22.8,26.7,30.40,30.40,0.00,8.0,3.26,6.20,127,4.86
2023-05-26,30.1,22.1,26.1,16.30,16.30,0.00,12.0,3.63,7.30,94,3.89
2023-05-27,29.6,22.7,25.2,6.30,6.30,0.00,9.0,4.09,10.40,354,3.76
2023-05-28,32.0,22.8,27.3,0.00,0.00,0.00,0.0,1.90,4.60,335,5.23
2023-05-29,33.3,22.9,28.2,0.00,0.00,0.00,0.0,2.19,4.80,326,5.55
2023-05-30,34.2,24.0,29.1,0.00,0.00,0.00,0.0,2.61,5.30,283,5.72
2023-05-31,34.6,25.2,29.8,0.00,0.00,0.00,0.0,3.01,6.20,253,5.81
2023-06-01,33.2,24.4,29.1,4.50,4.50,0.00,6.0,3.42,9.80,272,4.84
2023-06-02,32.5,24.2,27.8,20.90,20.90,0.00,9.0,3.36,9.60,309,4.23
2023-06-03,31.8,23.4,27.8,9.70,9.70,0.00,10.0,5.00,11.00,88,4.70
2023-06-04,33.4,25.4,28.8,2.80,2.80,0.00,4.0,2.38,5.30,256,4.72
2023-06-05,34.4,25.9,30.0,0.10,0.10,0.00,1.0,2.92,5.80,320,5.31
2023-06-06,34.5,26.4,30.3,0.00,0.00,0.00,0.0,1.60,3.90,343,4.53
2023-06-07,35.4,26.5,30.3,1.90,1.90,0.00,3.0,2.52,4.60,129,5.19
2023-06-08,34.9,25.3,29.6,40.60,40.60,0.00,13.0,3.86,8.10,118,4.39
2023-06-09,31.5,25.2,27.5,26.60,26.60,0.00,21.0,2.66,5.20,100,3.10
2023-06-10,32.8,25.4,28.4,14.20,14.20,0.00,13.0,2.51,7.30,85,4.63
2023-06-11,27.3,24.2,25.7,26.30,26.30,0.00,20.0,3.14,6.40,82,1.27
2023-06-12,31.3,24.0,27.4,4.80,4.80,0.00,11.0,1.91,5.80,177,3.79
2023-06-13,32.0,24.7,27.6,9.70,9.70,0.00,14.0,3.52,8.70,123,4.34
2023-06-14,28.5,24.1,25.7,25.50,25.50,0.00,14.0,4.20,13.30,10,1.89
2023-06-15,28.5,23.8,25.0,38.50,38.50,0.00,20.0,3.58,11.50,7,1.60
2023-06-16,27.6,24.0,25.3,24.40,24.40,0.00,18.0,4.11,10.50,44,1.45
2023-06-17,28.7,23.9,25.4,16.40,16.40,0.00,20.0,4.30,10.80,58,1.95
2023-06-18,32.1,24.3,26.6,9.60,9.60,0.00,18.0,3.62,7.70,352,3.33
2023-06-19,28.2,24.1,25.5,26.60,26.60,0.00,17.0,2.85,7.60,52,1.65
2023-06-20,32.6,24.3,27.5,5.70,5.70,0.00,14.0,3.01,7.70,209,4.66
2023-06-21,31.4,24.3,27.0,25.20,25.20,0.00,19.0,4.75,8.60,338,3.32
2023-06-22,30.5,24.2,26.7,30.40,30.40,0.00,20.0,2.64,7.70,7,2.90
2023-06-23,31.7,24.4,28.0,5.40,5.40,0.00,14.0,1.94,5.70,360,4.37
2023-06-24,33.3,25.2,28.8,3.40,3.40,0.00,8.0,2.91,5.90,307,5.18
2023-06-25,32.8,25.0,28.8,5.10,5.10,0.00,17.0,3.62,8.50,125,4.68
2023-06-26,33.5,25.7,28.9,9.20,9.20,0.00,9.0,3.58,7.00,44,4.97
2023-06-27,32.1,24.7,27.2,35.30,35.30,0.00,18.0,5.55,10.40,330,3.27
2023-06-28,30.6,24.7,27.0,23.70,23.70,0.00,22.0,3.96,8.70,326,3.64
2023-06-29,32.0,24.8,27.1,20.10,20.10,0.00,14.0,5.11,11.20,17,3.92
2023-06-30,30.8,24.6,26.8,22.80,22.80,0.00,21.0,3.10,8.30,215,3.14
2023-07-01,31.2,24.8,27.1,21.20,21.20,0.00,18.0,3.71,10.00,332,3.69
2023-07-02,31.6,24.8,27.5,27.50,27.50,0.00,19.0,2.98,7.90,39,3.69
2023-07-03,30.9,25.4,27.4,9.30,9.30,0.00,14.0,2.50,7.40,15,2.37
2023-07-04,33.1,25.8,28.8,20.90,20.90,0.00,15.0,2.62,5.90,255,4.37
2023-07-05,33.0,25.8,28.5,64.60,64.60,0.00,22.0,4.53,8.80,152,4.84
2023-07-06,31.5,24.6,27.2,43.00,43.00,0.00,24.0,3.12,7.50,13,3.05
2023-07-07,32.1,25.2,27.7,31.70,31.70,0.00,20.0,3.61,7.80,98,3.81
2023-07-08,32.4,25.3,28.6,11.60,11.60,0.00,19.0,2.20,5.50,188,4.25
2023-07-09,32.7,25.7,28.8,12.60,12.60,0.00,17.0,3.14,6.60,198,4.91
2023-07-10,30.3,25.8,27.1,50.40,50.40,0.00,21.0,2.82,7.10,151,2.88
2023-07-11,32.0,25.2,27.6,13.20,13.20,0.00,23.0,3.01,8.20,203,2.74
2023-07-12,30.8,25.2,27.5,26.80,26.80,0.00,22.0,2.92,7.60,232,3.02
2023-07-13,29.8,25.1,27.0,13.80,13.80,0.00,23.0,2.25,6.10,270,2.08
2023-07-14,31.7,25.3,27.9,3.90,3.90,0.00,9.0,3.26,10.50,201,3.99
2023-07-15,32.4,25.6,28.6,9.00,9.00,0.00,11.0,2.16,5.80,331,4.75
2023-07-16,32.8,25.3,29.0,7.20,7.20,0.00,10.0,2.31,4.30,42,4.56
2023-07-17,29.1,24.4,26.7,39.60,39.60,0.00,17.0,2.02,4.60,65,1.74
2023-07-18,34.5,25.6,29.7,9.80,9.80,0.00,5.0,2.82,4.80,191,5.42
2023-07-19,34.8,26.4,30.4,0.10,0.10,0.00,1.0,2.34,4.30,224,5.23
2023-07-20,34.8,25.4,29.5,42.40,42.40,0.00,14.0,3.26,7.40,161,5.15
2023-07-21,33.6,25.1,29.0,31.00,31.00,0.00,12.0,2.33,5.40,90,4.61
2023-07-22,33.9,25.6,29.5,26.10,26.10,0.00,12.0,2.04,5.10,95,5.03
2023-07-23,32.2,24.8,28.8,33.40,33.40,0.00,18.0,3.60,6.80,167,3.95
2023-07-24,32.2,25.4,27.9,7.70,7.70,0.00,9.0,2.40,5.00,78,3.33
2023-07-25,34.1,25.0,29.2,16.20,16.20,0.00,13.0,3.24,6.60,283,4.99
2023-07-26,32.8,24.9,28.3,17.10,17.10,0.00,14.0,3.76,8.70,86,4.80
2023-07-27,32.3,25.2,27.9,23.30,23.30,0.00,19.0,3.45,8.30,281,4.39
2023-07-28,31.6,24.7,27.5,17.90,17.90,0.00,20.0,3.05,7.10,291,3.28
2023-07-29,32.6,25.9,29.2,12.70,12.70,0.00,11.0,3.04,5.80,320,5.10
2023-07-30,34.4,26.5,30.6,0.30,0.30,0.00,3.0,2.50,4.80,114,5.34
2023-07-31,35.2,26.5,31.1,1.60,1.60,0.00,2.0,4.03,7.40,64,5.61
2023-08-01,35.8,27.2,31.4,1.00,1.00,0.00,4.0,7.05,13.00,98,6.05
2023-08-02,32.7,26.0,28.7,23.00,23.00,0.00,14.0,3.41,8.50,323,3.73
2023-08-03,31.8,25.3,27.6,24.50,24.50,0.00,12.0,2.73,7.90,32,3.11
2023-08-04,30.1,25.2,27.3,42.80,42.80,0.00,18.0,4.88,9.30,195,2.46
2023-08-05,32.0,25.5,27.6,49.20,49.20,0.00,22.0,3.32,7.20,203,3.47
2023-08-06,29.7,25.3,26.9,43.10,43.10,0.00,23.0,5.57,10.60,196,2.21
2023-08-07,29.5,25.2,26.6,18.80,18.80,0.00,23.0,4.02,7.10,154,2.01
2023-08-08,29.7,25.3,27.0,23.10,23.10,0.00,23.0,4.40,8.80,178,2.04
2023-08-09,31.8,25.2,27.9,19.80,19.80,0.00,18.0,2.33,5.20,219,3.64
2023-08-10,31.1,25.1,27.4,16.20,16.20,0.00,19.0,2.81,5.30,196,2.81
2023-08-11,31.8,25.7,28.2,13.90,13.90,0.00,19.0,2.92,6.90,238,4.11
2023-08-12,30.7,25.8,27.5,27.90,27.90,0.00,22.0,3.98,8.70,166,2.37
2023-08-13,31.1,24.8,27.4,15.00,15.00,0.00,17.0,2.64,5.20,88,2.50
2023-08-14,31.9,24.7,28.0,22.50,22.50,0.00,19.0,2.67,5.60,152,4.13
2023-08-15,32.1,24.8,27.7,32.80,32.80,0.00,20.0,2.75,5.10,59,3.56
2023-08-16,32.1,25.2,28.3,7.30,7.30,0.00,10.0,1.92,5.60,163,3.78
2023-08-17,34.3,25.6,29.8,59.30,59.30,0.00,13.0,2.98,6.80,81,4.93
2023-08-18,33.7,25.5,29.3,17.40,17.40,0.00,12.0,4.55,8.20,45,4.66
2023-08-19,32.1,25.7,28.5,2.00,2.00,0.00,9.0,2.72,5.90,320,4.44
2023-08-20,32.9,26.1,29.3,4.50,4.50,0.00,14.0,2.67,5.90,253,4.53
2023-08-21,32.1,25.3,28.1,11.10,11.10,0.00,18.0,3.79,7.80,145,3.30
2023-08-22,29.1,24.4,26.4,22.20,22.20,0.00,24.0,2.10,4.80,89,1.73
2023-08-23,30.3,24.8,26.9,9.10,9.10,0.00,16.0,2.14,7.20,111,3.34
2023-08-24,31.5,25.2,27.3,46.00,46.00,0.00,18.0,2.64,5.80,82,3.85
2023-08-25,31.4,25.4,27.5,30.90,30.90,0.00,18.0,2.44,6.30,104,3.45
2023-08-26,29.5,25.0,26.3,69.90,69.90,0.00,24.0,6.25,12.10,208,1.86
2023-08-27,29.3,24.8,26.7,69.60,69.60,0.00,24.0,4.74,9.30,235,2.40
2023-08-28,31.6,23.9,27.0,32.70,32.70,0.00,17.0,2.60,5.40,356,3.23
2023-08-29,33.3,25.0,28.6,1.30,1.30,0.00,2.0,1.92,4.40,311,4.98
2023-08-30,35.2,25.8,30.0,0.10,0.10,0.00,1.0,2.69,5.30,143,5.40
2023-08-31,33.2,25.6,29.4,9.20,9.20,0.00,9.0,2.31,4.80,149,4.61
2023-09-01,31.7,25.4,28.3,7.70,7.70,0.00,10.0,2.11,5.30,169,3.16
2023-09-02,33.0,25.5,28.1,11.50,11.50,0.00,6.0,2.26,6.10,341,3.84
2023-09-03,34.9,25.3,30.2,16.80,16.80,0.00,6.0,2.91,7.20,120,5.24
2023-09-04,35.2,25.5,30.3,0.00,0.00,0.00,0.0,2.12,5.10,65,5.05
2023-09-05,36.6,25.9,30.9,0.00,0.00,0.00,0.0,3.72,7.60,88,5.40
2023-09-06,35.6,25.3,30.6,19.10,19.10,0.00,7.0,3.57,7.50,103,5.33
2023-09-07,30.9,24.9,27.9,28.20,28.20,0.00,20.0,2.56,6.50,80,3.23
2023-09-08,31.3,24.7,26.9,20.50,20.50,0.00,20.0,4.34,8.90,44,3.03
2023-09-09,31.9,25.0,28.5,12.30,12.30,0.00,7.0,3.64,6.50,300,3.97
2023-09-10,32.4,25.9,28.7,7.30,7.30,0.00,14.0,2.02,5.40,212,4.13
2023-09-11,32.6,25.3,28.5,25.10,25.10,0.00,17.0,3.35,5.70,182,4.37
2023-09-12,32.3,25.1,28.3,17.90,17.90,0.00,14.0,3.26,5.80,157,3.81
2023-09-13,32.2,24.9,28.5,26.70,26.70,0.00,9.0,2.72,6.50,147,3.57
2023-09-14,32.4,25.5,28.4,8.40,8.40,0.00,8.0,3.57,8.20,131,4.13
2023-09-15,33.2,25.8,29.4,0.20,0.20,0.00,2.0,1.87,4.00,267,4.71
2023-09-16,33.2,25.9,29.4,1.30,1.30,0.00,4.0,2.83,5.40,311,4.53
2023-09-17,34.7,26.0,30.0,5.10,5.10,0.00,2.0,2.45,7.60,161,4.94
2023-09-18,32.3,25.5,28.5,2.90,2.90,0.00,9.0,3.47,6.20,189,3.53
2023-09-19,30.8,25.4,27.3,11.10,11.10,0.00,14.0,2.35,5.80,53,2.45
2023-09-20,32.8,24.6,27.7,40.20,40.20,0.00,15.0,2.79,5.80,76,3.91
2023-09-21,31.2,24.1,26.7,48.30,48.30,0.00,20.0,3.91,7.20,52,3.64
2023-09-22,30.6,23.7,26.3,13.60,13.60,0.00,19.0,3.13,8.20,20,3.83
2023-09-23,31.9,24.3,26.8,5.70,5.70,0.00,7.0,4.80,9.10,332,4.09
2023-09-24,32.4,24.7,28.2,0.50,0.50,0.00,4.0,2.02,4.30,286,4.39
2023-09-25,32.9,24.8,28.6,0.10,0.10,0.00,1.0,2.50,4.90,311,4.37
2023-09-26,33.0,25.3,29.1,0.40,0.40,0.00,4.0,2.56,5.00,7,4.45
2023-09-27,33.1,26.0,29.2,0.10,0.10,0.00,1.0,2.42,4.60,27,4.31
2023-09-28,35.4,26.6,30.6,0.00,0.00,0.00,0.0,2.42,4.80,53,4.72
2023-09-29,35.5,26.6,30.6,0.00,0.00,0.00,0.0,5.50,10.30,80,5.00
2023-09-30,29.5,25.1,27.2,41.10,41.10,0.00,17.0,3.40,10.60,139,1.85
2023-10-01,32.7,25.5,28.5,25.50,25.50,0.00,10.0,2.11,4.80,89,4.17
2023-10-02,32.4,24.7,28.2,15.20,15.20,0.00,10.0,2.13,4.60,80,4.10
2023-10-03,32.1,24.8,27.6,7.00,7.00,0.00,6.0,4.10,7.00,118,3.96
2023-10-04,31.6,24.7,27.5,5.50,5.50,0.00,10.0,3.49,7.90,23,3.37
2023-10-05,29.2,23.8,26.3,29.60,29.60,0.00,19.0,4.18,8.90,9,1.68
