date,pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2020-08-06,1003.1,0.47,0.44,0.46,0.508
2020-08-07,1002.6,0.487,0.449,0.454,0.507
2020-08-08,1001.2,0.487,0.486,0.45,0.507
2020-08-09,1002.1,0.499,0.493,0.448,0.506
2020-08-10,1002.2,0.496,0.496,0.448,0.505
2020-08-11,1002.0,0.507,0.507,0.451,0.505
2020-08-12,1002.3,0.488,0.493,0.456,0.504
2020-08-13,1000.0,0.461,0.477,0.454,0.503
2020-08-14,999.0,0.486,0.483,0.459,0.503
2020-08-15,1000.6,0.498,0.506,0.479,0.503
2020-08-16,1001.6,0.504,0.507,0.486,0.502
2020-08-17,1002.1,0.502,0.509,0.513,0.504
2020-08-18,1001.5,0.502,0.494,0.512,0.507
2020-08-19,1002.0,0.502,0.503,0.51,0.508
2020-08-20,1005.7,0.502,0.509,0.509,0.508
2020-08-21,1007.7,0.494,0.502,0.507,0.508
2020-08-22,1006.1,0.507,0.504,0.503,0.508
2020-08-23,1003.6,0.495,0.5,0.506,0.508
2020-08-24,1002.4,0.489,0.498,0.505,0.508
2020-08-25,1003.7,0.49,0.492,0.502,0.508
2020-08-26,1005.4,0.486,0.494,0.496,0.507
2020-08-27,1005.5,0.503,0.503,0.493,0.507
2020-08-28,1004.7,0.508,0.511,0.504,0.507
2020-08-29,1004.8,0.505,0.5,0.516,0.512
2020-08-30,1004.7,0.508,0.508,0.516,0.514
2020-08-31,1005.0,0.51,0.505,0.499,0.517
2020-09-01,1006.7,0.5,0.511,0.507,0.519
2020-09-02,1008.2,0.479,0.497,0.488,0.518
2020-09-03,1008.4,0.464,0.481,0.474,0.516
2020-09-04,1006.4,0.453,0.471,0.463,0.515
2020-09-05,1005.3,0.452,0.461,0.455,0.513
2020-09-06,1005.8,0.489,0.467,0.449,0.512
2020-09-07,1006.4,0.495,0.483,0.446,0.511
2020-09-08,1006.5,0.481,0.479,0.443,0.51
2020-09-09,1004.6,0.47,0.467,0.439,0.509
2020-09-10,1003.8,0.509,0.501,0.438,0.508
2020-09-11,1005.6,0.507,0.509,0.461,0.507
2020-09-12,1007.5,0.503,0.507,0.468,0.507
2020-09-13,1007.6,0.496,0.502,0.471,0.506
2020-09-14,1006.5,0.508,0.51,0.487,0.506
2020-09-15,1006.2,0.501,0.511,0.497,0.506
2020-09-16,1005.8,0.509,0.514,0.513,0.506
2020-09-17,1005.2,0.498,0.49,0.515,0.511
2020-09-18,1002.6,0.463,0.473,0.508,0.513
2020-09-19,999.1,0.433,0.46,0.497,0.513
2020-09-20,999.6,0.406,0.446,0.486,0.512
2020-09-21,1002.8,0.427,0.437,0.477,0.512
2020-09-22,1005.5,0.505,0.47,0.469,0.511
2020-09-23,1007.1,0.509,0.51,0.476,0.51
2020-09-24,1006.8,0.514,0.513,0.504,0.512
2020-09-25,1005.1,0.507,0.5,0.513,0.517
2020-09-26,1005.3,0.505,0.5,0.492,0.518
2020-09-27,1005.8,0.496,0.493,0.488,0.518
2020-09-28,1005.2,0.485,0.492,0.475,0.516
2020-09-29,1003.8,0.468,0.478,0.466,0.515
2020-09-30,1003.4,0.476,0.469,0.458,0.514
2020-10-01,1003.5,0.504,0.5,0.455,0.512
2020-10-02,1005.4,0.5,0.509,0.495,0.512
2020-10-03,1006.1,0.497,0.503,0.496,0.511
2020-10-04,1006.0,0.495,0.506,0.497,0.511
2020-10-05,1006.6,0.507,0.508,0.511,0.512
2020-10-06,1008.5,0.501,0.493,0.498,0.518
2020-10-07,1009.0,0.48,0.486,0.486,0.518
2020-10-08,1008.0,0.446,0.471,0.472,0.516
2020-10-09,1006.9,0.427,0.458,0.462,0.515
2020-10-10,1006.3,0.422,0.442,0.454,0.513
2020-10-11,1005.0,0.439,0.433,0.446,0.512
2020-10-12,1004.5,0.419,0.424,0.44,0.511
2020-10-13,1005.1,0.4,0.416,0.435,0.51
2020-10-14,1006.3,0.39,0.407,0.43,0.508
2020-10-15,1005.4,0.369,0.401,0.424,0.507
2020-10-16,1005.1,0.351,0.394,0.42,0.506
2020-10-17,1005.5,0.333,0.386,0.415,0.505
2020-10-18,1007.1,0.343,0.377,0.412,0.504
2020-10-19,1006.2,0.433,0.374,0.409,0.503
2020-10-20,1007.3,0.419,0.372,0.408,0.502
2020-10-21,1008.0,0.461,0.385,0.405,0.501
2020-10-22,1006.6,0.485,0.431,0.407,0.5
2020-10-23,1004.8,0.511,0.515,0.451,0.5
2020-10-24,1007.6,0.5,0.5,0.512,0.501
2020-10-25,1010.5,0.481,0.478,0.51,0.503
2020-10-26,1010.0,0.467,0.468,0.506,0.504
2020-10-27,1009.3,0.443,0.457,0.501,0.504
2020-10-28,1009.7,0.424,0.448,0.497,0.504
2020-10-29,1009.1,0.406,0.44,0.493,0.504
2020-10-30,1008.0,0.389,0.43,0.488,0.503
2020-10-31,1011.0,0.468,0.447,0.485,0.503
2020-11-01,1011.5,0.473,0.463,0.482,0.503
2020-11-02,1012.2,0.501,0.491,0.477,0.503
2020-11-03,1011.7,0.496,0.492,0.474,0.502
2020-11-04,1011.6,0.486,0.486,0.472,0.502
2020-11-05,1014.1,0.466,0.479,0.47,0.502
2020-11-06,1015.1,0.453,0.47,0.467,0.502
2020-11-07,1014.8,0.434,0.459,0.464,0.501
2020-11-08,1014.8,0.418,0.447,0.459,0.501
2020-11-09,1013.7,0.405,0.437,0.456,0.5
2020-11-10,1013.6,0.386,0.426,0.453,0.5
2020-11-11,1014.3,0.375,0.419,0.45,0.499
2020-11-12,1014.4,0.366,0.414,0.446,0.499
2020-11-13,1013.1,0.355,0.406,0.442,0.499
2020-11-14,1012.8,0.338,0.396,0.437,0.498
2020-11-15,1012.8,0.332,0.392,0.435,0.497
2020-11-16,1012.2,0.325,0.388,0.434,0.497
2020-11-17,1011.8,0.319,0.382,0.432,0.496
2020-11-18,1012.8,0.321,0.379,0.429,0.496
2020-11-19,1012.6,0.317,0.379,0.428,0.495
2020-11-20,1012.3,0.313,0.377,0.427,0.495
2020-11-21,1012.6,0.321,0.376,0.426,0.494
2020-11-22,1015.4,0.342,0.376,0.425,0.494
2020-11-23,1015.0,0.334,0.377,0.425,0.493
2020-11-24,1014.6,0.327,0.377,0.425,0.493
2020-11-25,1014.6,0.322,0.377,0.425,0.493
2020-11-26,1015.1,0.316,0.376,0.424,0.492
2020-11-27,1015.5,0.313,0.375,0.423,0.492
2020-11-28,1015.4,0.308,0.371,0.422,0.491
2020-11-29,1014.7,0.302,0.366,0.42,0.491
2020-11-30,1015.1,0.292,0.358,0.417,0.49
2020-12-01,1014.7,0.288,0.357,0.416,0.49
2020-12-02,1013.4,0.283,0.355,0.415,0.489
2020-12-03,1013.3,0.284,0.357,0.414,0.489
2020-12-04,1012.9,0.286,0.358,0.413,0.488
2020-12-05,1014.4,0.289,0.362,0.416,0.488
2020-12-06,1015.4,0.291,0.364,0.42,0.488
2020-12-07,1016.7,0.291,0.365,0.423,0.487
2020-12-08,1015.4,0.293,0.367,0.425,0.487
2020-12-09,1013.9,0.3,0.372,0.43,0.487
2020-12-10,1014.1,0.305,0.377,0.435,0.486
2020-12-11,1014.1,0.312,0.382,0.438,0.486
2020-12-12,1012.9,0.318,0.385,0.44,0.486
2020-12-13,1012.6,0.323,0.388,0.442,0.486
2020-12-14,1014.5,0.322,0.386,0.441,0.485
2020-12-15,1016.2,0.324,0.386,0.44,0.485
2020-12-16,1015.9,0.33,0.39,0.442,0.485
2020-12-17,1015.3,0.33,0.389,0.442,0.485
2020-12-18,1016.4,0.332,0.389,0.442,0.484
2020-12-19,1016.6,0.332,0.389,0.44,0.484
2020-12-20,1015.5,0.327,0.385,0.436,0.484
2020-12-21,1014.1,0.32,0.38,0.433,0.484
2020-12-22,1013.7,0.308,0.374,0.429,0.483
2020-12-23,1013.1,0.303,0.371,0.427,0.483
2020-12-24,1013.0,0.305,0.372,0.428,0.483
2020-12-25,1013.7,0.306,0.372,0.428,0.483
2020-12-26,1014.2,0.304,0.37,0.427,0.482
2020-12-27,1013.1,0.304,0.369,0.426,0.482
2020-12-28,1013.6,0.306,0.368,0.425,0.482
2020-12-29,1014.2,0.306,0.367,0.424,0.481
2020-12-30,1014.5,0.302,0.365,0.423,0.481
2020-12-31,1015.1,0.299,0.363,0.422,0.481
2021-01-01,1015.0,0.297,0.362,0.421,0.48
2021-01-02,1014.7,0.29,0.358,0.418,0.48
2021-01-03,1013.9,0.292,0.357,0.417,0.48
2021-01-04,1014.6,0.284,0.355,0.416,0.48
2021-01-05,1014.4,0.284,0.353,0.415,0.479
2021-01-06,1012.2,0.275,0.35,0.413,0.479
2021-01-07,1011.9,0.265,0.346,0.411,0.479
2021-01-08,1012.0,0.27,0.346,0.411,0.478
2021-01-09,1011.7,0.276,0.346,0.41,0.478
2021-01-10,1011.8,0.283,0.348,0.411,0.478
2021-01-11,1013.5,0.281,0.346,0.41,0.478
2021-01-12,1013.6,0.284,0.346,0.409,0.477
2021-01-13,1014.4,0.292,0.348,0.409,0.477
2021-01-14,1014.0,0.298,0.355,0.413,0.477
2021-01-15,1012.6,0.297,0.355,0.414,0.476
2021-01-16,1012.6,0.297,0.36,0.417,0.476
2021-01-17,1015.1,0.299,0.363,0.419,0.476
2021-01-18,1013.5,0.299,0.364,0.42,0.476
2021-01-19,1012.8,0.296,0.362,0.418,0.475
2021-01-20,1012.9,0.302,0.362,0.419,0.475
2021-01-21,1013.5,0.318,0.368,0.42,0.475
2021-01-22,1013.5,0.318,0.379,0.423,0.475
2021-01-23,1013.2,0.319,0.387,0.423,0.475
2021-01-24,1014.7,0.32,0.39,0.423,0.474
2021-01-25,1015.1,0.317,0.39,0.422,0.474
2021-01-26,1014.5,0.316,0.39,0.423,0.474
2021-01-27,1014.8,0.315,0.391,0.425,0.474
2021-01-28,1014.7,0.315,0.388,0.422,0.474
2021-01-29,1014.1,0.315,0.384,0.421,0.473
2021-01-30,1014.5,0.31,0.376,0.415,0.473
2021-01-31,1016.7,0.303,0.372,0.414,0.473
2021-02-01,1017.2,0.299,0.369,0.411,0.473
2021-02-02,1016.5,0.288,0.357,0.405,0.473
2021-02-03,1015.7,0.286,0.354,0.402,0.472
2021-02-04,1015.2,0.286,0.354,0.399,0.472
2021-02-05,1013.9,0.283,0.353,0.399,0.472
2021-02-06,1013.4,0.28,0.352,0.4,0.471
2021-02-07,1015.0,0.267,0.344,0.398,0.471
2021-02-08,1014.2,0.263,0.341,0.397,0.471
2021-02-09,1013.5,0.26,0.342,0.397,0.47
2021-02-10,1012.6,0.259,0.341,0.397,0.47
2021-02-11,1013.2,0.259,0.341,0.396,0.47
2021-02-12,1013.4,0.248,0.343,0.402,0.47
2021-02-13,1013.8,0.255,0.351,0.408,0.469
2021-02-14,1013.0,0.26,0.355,0.414,0.469
2021-02-15,1012.2,0.258,0.353,0.413,0.469
2021-02-16,1012.8,0.26,0.353,0.414,0.469
2021-02-17,1013.7,0.258,0.35,0.412,0.468
2021-02-18,1014.9,0.253,0.348,0.411,0.468
2021-02-19,1015.6,0.246,0.342,0.408,0.468
2021-02-20,1015.4,0.245,0.341,0.408,0.468
2021-02-21,1014.7,0.241,0.339,0.407,0.467
2021-02-22,1013.2,0.239,0.335,0.404,0.467
2021-02-23,1011.4,0.233,0.332,0.403,0.467
2021-02-24,1009.9,0.233,0.332,0.402,0.467
2021-02-25,1008.5,0.232,0.33,0.4,0.466
2021-02-26,1007.7,0.228,0.327,0.398,0.466
2021-02-27,1007.7,0.226,0.322,0.394,0.466
2021-02-28,1009.1,0.228,0.324,0.395,0.465
2021-03-01,1011.6,0.233,0.326,0.395,0.465
2021-03-02,1012.0,0.233,0.321,0.391,0.465
2021-03-03,1011.2,0.232,0.314,0.39,0.465
2021-03-04,1011.3,0.231,0.305,0.385,0.464
2021-03-05,1011.5,0.236,0.303,0.384,0.464
2021-03-06,1012.5,0.376,0.302,0.382,0.464
2021-03-07,1013.2,0.436,0.327,0.377,0.464
2021-03-08,1013.4,0.407,0.329,0.373,0.463
2021-03-09,1013.2,0.443,0.351,0.362,0.463
2021-03-10,1012.9,0.442,0.36,0.354,0.463
2021-03-11,1013.9,0.431,0.374,0.349,0.462
2021-03-12,1014.6,0.394,0.37,0.345,0.462
2021-03-13,1012.6,0.366,0.365,0.343,0.462
2021-03-14,1011.0,0.339,0.357,0.335,0.461
2021-03-15,1010.7,0.318,0.351,0.33,0.461
2021-03-16,1010.1,0.299,0.344,0.325,0.461
2021-03-17,1009.7,0.287,0.339,0.329,0.46
2021-03-18,1009.8,0.278,0.335,0.333,0.46
2021-03-19,1008.6,0.274,0.333,0.342,0.459
2021-03-20,1007.1,0.27,0.331,0.353,0.459
2021-03-21,1008.5,0.266,0.33,0.36,0.459
2021-03-22,1010.7,0.257,0.326,0.362,0.458
2021-03-23,1010.8,0.252,0.323,0.369,0.458
2021-03-24,1009.1,0.252,0.324,0.376,0.457
2021-03-25,1009.1,0.248,0.322,0.38,0.457
2021-03-26,1009.6,0.243,0.32,0.381,0.457
2021-03-27,1008.3,0.235,0.317,0.382,0.456
2021-03-28,1007.5,0.239,0.318,0.39,0.456
2021-03-29,1005.4,0.244,0.318,0.392,0.456
2021-03-30,1002.7,0.455,0.33,0.394,0.456
2021-03-31,1001.4,0.499,0.441,0.398,0.456
2021-04-01,1003.8,0.492,0.5,0.416,0.455
2021-04-02,1007.4,0.498,0.504,0.435,0.455
2021-04-03,1008.1,0.456,0.478,0.438,0.455
2021-04-04,1008.8,0.433,0.461,0.437,0.455
2021-04-05,1009.8,0.416,0.448,0.436,0.455
2021-04-06,1010.0,0.397,0.434,0.434,0.455
2021-04-07,1010.3,0.381,0.424,0.433,0.455
2021-04-08,1009.5,0.402,0.419,0.431,0.455
2021-04-09,1009.8,0.469,0.444,0.431,0.455
2021-04-10,1010.2,0.436,0.436,0.428,0.455
2021-04-11,1011.5,0.414,0.427,0.425,0.454
2021-04-12,1010.8,0.403,0.418,0.423,0.454
2021-04-13,1009.9,0.376,0.409,0.422,0.454
2021-04-14,1009.3,0.356,0.4,0.42,0.454
2021-04-15,1007.9,0.354,0.392,0.419,0.454
2021-04-16,1009.4,0.385,0.386,0.417,0.454
2021-04-17,1011.4,0.43,0.388,0.417,0.454
2021-04-18,1009.1,0.41,0.385,0.416,0.453
2021-04-19,1007.8,0.451,0.39,0.414,0.453
2021-04-20,1008.2,0.424,0.393,0.414,0.453
2021-04-21,1008.6,0.39,0.387,0.412,0.453
2021-04-22,1008.4,0.359,0.38,0.408,0.453
2021-04-23,1007.9,0.331,0.372,0.406,0.453
2021-04-24,1007.4,0.312,0.365,0.404,0.452
2021-04-25,1007.2,0.292,0.357,0.402,0.452
2021-04-26,1006.7,0.276,0.351,0.4,0.452
2021-04-27,1007.9,0.262,0.344,0.397,0.452
2021-04-28,1009.4,0.252,0.339,0.395,0.451
2021-04-29,1008.2,0.247,0.338,0.396,0.451
2021-04-30,1008.3,0.251,0.334,0.396,0.451
2021-05-01,1009.2,0.294,0.327,0.392,0.451
2021-05-02,1009.2,0.338,0.325,0.389,0.45
2021-05-03,1008.4,0.433,0.329,0.387,0.45
2021-05-04,1009.3,0.449,0.349,0.385,0.45
2021-05-05,1009.3,0.45,0.378,0.383,0.45
2021-05-06,1010.6,0.403,0.367,0.38,0.45
2021-05-07,1010.8,0.385,0.361,0.378,0.449
2021-05-08,1009.7,0.46,0.37,0.376,0.449
2021-05-09,1007.8,0.431,0.373,0.375,0.449
2021-05-10,1007.2,0.421,0.371,0.374,0.449
2021-05-11,1006.6,0.446,0.405,0.38,0.45
2021-05-12,1005.3,0.487,0.478,0.388,0.451
2021-05-13,1005.7,0.5,0.495,0.395,0.451
2021-05-14,1005.2,0.509,0.507,0.434,0.451
2021-05-15,1007.3,0.502,0.504,0.446,0.451
2021-05-16,1007.5,0.483,0.489,0.45,0.451
2021-05-17,1006.8,0.49,0.485,0.451,0.451
2021-05-18,1006.1,0.504,0.498,0.457,0.451
2021-05-19,1005.3,0.507,0.512,0.512,0.453
2021-05-20,1005.7,0.497,0.505,0.515,0.46
2021-05-21,1004.7,0.488,0.49,0.51,0.464
2021-05-22,1002.9,0.47,0.474,0.506,0.467
2021-05-23,1002.5,0.445,0.457,0.503,0.469
2021-05-24,1001.1,0.48,0.483,0.485,0.47
2021-05-25,999.7,0.492,0.5,0.484,0.471
2021-05-26,1000.9,0.483,0.496,0.485,0.471
2021-05-27,1004.8,0.45,0.476,0.478,0.471
2021-05-28,1006.8,0.428,0.462,0.475,0.471
2021-05-29,1005.7,0.409,0.446,0.468,0.471
2021-05-30,1004.0,0.46,0.439,0.46,0.471
2021-05-31,1003.5,0.503,0.482,0.458,0.471
2021-06-01,1004.3,0.512,0.514,0.483,0.471
2021-06-02,1006.0,0.51,0.514,0.505,0.472
2021-06-03,1007.1,0.504,0.507,0.514,0.477
2021-06-04,1006.3,0.503,0.502,0.515,0.484
2021-06-05,1005.9,0.504,0.493,0.517,0.498
2021-06-06,1005.0,0.509,0.508,0.517,0.512
2021-06-07,1003.4,0.512,0.504,0.488,0.515
2021-06-08,1002.8,0.504,0.508,0.476,0.515
2021-06-09,1000.8,0.48,0.489,0.472,0.514
2021-06-10,999.6,0.504,0.497,0.471,0.513
2021-06-11,999.4,0.498,0.51,0.481,0.512
2021-06-12,1000.5,0.498,0.508,0.487,0.511
2021-06-13,999.8,0.481,0.492,0.479,0.511
2021-06-14,999.1,0.491,0.497,0.486,0.51
2021-06-15,998.3,0.497,0.501,0.493,0.51
2021-06-16,1000.3,0.487,0.494,0.492,0.509
2021-06-17,1002.1,0.478,0.48,0.486,0.509
2021-06-18,1004.4,0.495,0.505,0.51,0.509
2021-06-19,1004.4,0.505,0.507,0.509,0.509
2021-06-20,1004.2,0.501,0.496,0.507,0.51
2021-06-21,1002.7,0.474,0.484,0.503,0.509
2021-06-22,1003.8,0.49,0.493,0.498,0.509
2021-06-23,1004.6,0.491,0.488,0.492,0.509
2021-06-24,1003.6,0.507,0.511,0.497,0.509
2021-06-25,1002.8,0.499,0.503,0.506,0.508
2021-06-26,1005.1,0.502,0.506,0.503,0.508
2021-06-27,1006.8,0.503,0.508,0.51,0.509
2021-06-28,1005.2,0.51,0.514,0.516,0.51
2021-06-29,1003.4,0.51,0.514,0.517,0.513
2021-06-30,1001.7,0.511,0.507,0.511,0.516
2021-07-01,1001.8,0.51,0.515,0.511,0.519
2021-07-02,1003.5,0.508,0.504,0.482,0.518
2021-07-03,1004.2,0.512,0.513,0.498,0.517
2021-07-04,1005.0,0.507,0.509,0.491,0.516
2021-07-05,1004.1,0.494,0.498,0.484,0.515
2021-07-06,1002.4,0.504,0.507,0.483,0.514
2021-07-07,1003.5,0.511,0.511,0.495,0.514
2021-07-08,1003.1,0.485,0.499,0.494,0.513
2021-07-09,1002.1,0.49,0.491,0.486,0.513
2021-07-10,1002.9,0.5,0.507,0.485,0.512
2021-07-11,1004.7,0.483,0.492,0.478,0.512
2021-07-12,1004.9,0.467,0.473,0.471,0.511
2021-07-13,1006.0,0.501,0.509,0.485,0.51
2021-07-14,1006.0,0.503,0.509,0.497,0.51
2021-07-15,1005.8,0.475,0.492,0.494,0.51
2021-07-16,1006.5,0.499,0.504,0.496,0.51
2021-07-17,1005.6,0.503,0.508,0.514,0.511
2021-07-18,1002.9,0.493,0.489,0.512,0.512
2021-07-19,1001.8,0.506,0.511,0.516,0.513
2021-07-20,1000.6,0.502,0.496,0.513,0.513
2021-07-21,998.5,0.504,0.51,0.509,0.516
2021-07-22,997.6,0.486,0.501,0.492,0.518
2021-07-23,1000.3,0.501,0.509,0.494,0.517
2021-07-24,1001.6,0.494,0.496,0.486,0.516
2021-07-25,1000.8,0.498,0.499,0.478,0.515
2021-07-26,996.9,0.47,0.486,0.471,0.514
2021-07-27,995.5,0.46,0.471,0.463,0.513
2021-07-28,996.5,0.486,0.471,0.457,0.512
2021-07-29,999.0,0.491,0.483,0.452,0.511
2021-07-30,1001.9,0.508,0.509,0.455,0.51
2021-07-31,1002.8,0.508,0.508,0.46,0.509
2021-08-01,1001.0,0.503,0.511,0.48,0.508
2021-08-02,1001.7,0.501,0.506,0.488,0.519
2021-08-03,1001.8,0.502,0.51,0.485,0.517
2021-08-04,1001.0,0.488,0.496,0.464,0.515
2021-08-05,999.6,0.483,0.493,0.459,0.514
2021-08-06,1001.2,0.494,0.497,0.464,0.513
2021-08-07,1005.0,0.505,0.51,0.487,0.512
2021-08-08,1006.3,0.51,0.515,0.502,0.512
2021-08-09,1004.8,0.507,0.513,0.512,0.512
2021-08-10,1002.7,0.506,0.508,0.512,0.512
2021-08-11,1003.7,0.509,0.509,0.517,0.514
2021-08-12,1005.3,0.508,0.502,0.511,0.518
2021-08-13,1003.1,0.511,0.512,0.515,0.518
2021-08-14,1002.5,0.509,0.51,0.512,0.518
2021-08-15,1003.9,0.506,0.508,0.468,0.518
2021-08-16,1006.5,0.508,0.511,0.48,0.516
2021-08-17,1007.1,0.513,0.515,0.487,0.515
2021-08-18,1006.0,0.509,0.51,0.495,0.515
2021-08-19,1006.8,0.5,0.502,0.491,0.514
2021-08-20,1009.0,0.499,0.505,0.487,0.513
2021-08-21,1008.7,0.487,0.496,0.482,0.513
2021-08-22,1006.4,0.506,0.507,0.48,0.512
2021-08-23,1004.9,0.507,0.512,0.491,0.512
2021-08-24,1003.8,0.509,0.516,0.511,0.511
2021-08-25,1002.0,0.512,0.509,0.479,0.519
2021-08-26,1002.5,0.507,0.505,0.466,0.517
2021-08-27,1004.3,0.498,0.504,0.468,0.515
2021-08-28,1003.6,0.467,0.481,0.458,0.514
2021-08-29,1005.9,0.503,0.505,0.472,0.513
2021-08-30,1008.2,0.499,0.501,0.468,0.512
2021-08-31,1008.1,0.473,0.481,0.462,0.511
2021-09-01,1007.3,0.494,0.498,0.459,0.51
2021-09-02,1005.5,0.493,0.495,0.458,0.509
2021-09-03,1003.4,0.466,0.48,0.456,0.508
2021-09-04,1002.5,0.447,0.465,0.453,0.508
2021-09-05,1003.4,0.443,0.452,0.449,0.507
2021-09-06,1007.2,0.453,0.445,0.444,0.506
2021-09-07,1008.8,0.482,0.478,0.441,0.505
2021-09-08,1006.6,0.475,0.473,0.438,0.504
2021-09-09,1004.6,0.456,0.465,0.435,0.504
2021-09-10,1003.5,0.439,0.453,0.431,0.503
2021-09-11,1002.9,0.409,0.437,0.428,0.502
2021-09-12,1001.2,0.39,0.422,0.425,0.501
2021-09-13,1003.7,0.451,0.419,0.421,0.501
2021-09-14,1007.2,0.472,0.469,0.418,0.5
2021-09-15,1006.4,0.469,0.466,0.416,0.499
2021-09-16,1005.6,0.492,0.499,0.445,0.498
2021-09-17,1005.1,0.492,0.499,0.45,0.498
2021-09-18,1007.5,0.501,0.497,0.452,0.498
2021-09-19,1008.3,0.478,0.483,0.451,0.497
2021-09-20,1007.3,0.447,0.465,0.449,0.497
2021-09-21,1006.8,0.481,0.463,0.448,0.497
2021-09-22,1005.8,0.434,0.45,0.444,0.496
2021-09-23,1006.5,0.402,0.436,0.439,0.496
2021-09-24,1005.6,0.378,0.422,0.435,0.495
2021-09-25,1004.6,0.348,0.408,0.431,0.495
2021-09-26,1004.5,0.326,0.396,0.427,0.494
2021-09-27,1005.3,0.303,0.387,0.424,0.494
2021-09-28,1008.5,0.364,0.377,0.422,0.493
2021-09-29,1009.4,0.469,0.433,0.419,0.493
2021-09-30,1009.1,0.446,0.46,0.418,0.492
2021-10-01,1008.3,0.433,0.449,0.416,0.492
2021-10-02,1008.2,0.499,0.472,0.416,0.491
2021-10-03,1007.3,0.505,0.494,0.417,0.491
2021-10-04,1007.6,0.498,0.501,0.438,0.49
2021-10-05,1008.8,0.485,0.49,0.442,0.49
2021-10-06,1006.6,0.458,0.476,0.443,0.49
2021-10-07,1004.9,0.462,0.465,0.442,0.49
2021-10-08,1004.6,0.451,0.454,0.44,0.489
2021-10-09,1005.2,0.444,0.446,0.439,0.489
2021-10-10,1004.9,0.427,0.439,0.437,0.489
2021-10-11,1003.4,0.398,0.43,0.434,0.488
2021-10-12,1002.8,0.374,0.415,0.428,0.489
2021-10-13,1002.9,0.353,0.402,0.423,0.49
2021-10-14,1002.8,0.33,0.393,0.419,0.489
2021-10-15,1002.5,0.31,0.384,0.416,0.489
2021-10-16,1005.1,0.288,0.374,0.413,0.488
2021-10-17,1007.0,0.283,0.368,0.41,0.488
2021-10-18,1009.5,0.373,0.362,0.404,0.487
2021-10-19,1011.7,0.471,0.401,0.4,0.487
2021-10-20,1010.9,0.509,0.497,0.402,0.486
2021-10-21,1009.6,0.501,0.5,0.428,0.486
2021-10-22,1012.2,0.486,0.494,0.433,0.486
2021-10-23,1012.7,0.462,0.476,0.433,0.485
2021-10-24,1012.5,0.445,0.462,0.432,0.485
2021-10-25,1010.9,0.423,0.448,0.429,0.485
2021-10-26,1011.3,0.41,0.439,0.427,0.485
2021-10-27,1011.8,0.393,0.428,0.425,0.484
2021-10-28,1012.6,0.381,0.419,0.423,0.484
2021-10-29,1012.7,0.355,0.402,0.42,0.484
2021-10-30,1012.3,0.336,0.391,0.417,0.483
2021-10-31,1012.6,0.323,0.385,0.416,0.483
2021-11-01,1013.6,0.312,0.381,0.414,0.483
2021-11-02,1013.4,0.297,0.372,0.412,0.482
2021-11-03,1012.1,0.29,0.369,0.412,0.482
2021-11-04,1012.2,0.285,0.366,0.411,0.481
2021-11-05,1010.7,0.283,0.364,0.411,0.481
2021-11-06,1009.7,0.276,0.359,0.409,0.481
2021-11-07,1010.3,0.275,0.358,0.408,0.48
2021-11-08,1010.7,0.262,0.35,0.406,0.48
2021-11-09,1011.6,0.251,0.343,0.403,0.48
2021-11-10,1011.3,0.244,0.338,0.402,0.479
2021-11-11,1011.1,0.237,0.333,0.399,0.479
2021-11-12,1011.9,0.237,0.331,0.397,0.478
2021-11-13,1012.2,0.249,0.334,0.398,0.478
2021-11-14,1011.5,0.245,0.331,0.397,0.478
2021-11-15,1010.0,0.247,0.334,0.398,0.477
2021-11-16,1011.5,0.242,0.333,0.398,0.477
2021-11-17,1012.4,0.238,0.332,0.398,0.477
2021-11-18,1010.7,0.23,0.331,0.397,0.476
2021-11-19,1009.4,0.236,0.33,0.396,0.476
2021-11-20,1010.2,0.239,0.33,0.396,0.476
2021-11-21,1011.2,0.24,0.33,0.394,0.475
2021-11-22,1011.1,0.244,0.332,0.396,0.475
2021-11-23,1012.0,0.245,0.332,0.396,0.475
2021-11-24,1013.0,0.247,0.332,0.396,0.474
2021-11-25,1013.2,0.25,0.334,0.397,0.474
2021-11-26,1013.8,0.254,0.336,0.398,0.474
2021-11-27,1014.1,0.252,0.334,0.397,0.473
2021-11-28,1014.2,0.253,0.336,0.398,0.473
2021-11-29,1014.1,0.253,0.335,0.398,0.473
2021-11-30,1014.1,0.255,0.335,0.399,0.472
2021-12-01,1013.5,0.245,0.33,0.396,0.472
2021-12-02,1014.0,0.238,0.327,0.394,0.472
2021-12-03,1014.9,0.234,0.324,0.392,0.471
2021-12-04,1015.2,0.237,0.324,0.391,0.471
2021-12-05,1014.6,0.243,0.324,0.391,0.471
2021-12-06,1014.0,0.412,0.351,0.388,0.471
2021-12-07,1014.4,0.502,0.488,0.39,0.47
2021-12-08,1015.9,0.482,0.485,0.396,0.47
2021-12-09,1016.8,0.466,0.473,0.398,0.47
2021-12-10,1016.5,0.464,0.465,0.4,0.47
2021-12-11,1017.6,0.448,0.459,0.402,0.469
2021-12-12,1017.2,0.441,0.454,0.403,0.469
2021-12-13,1015.6,0.433,0.448,0.404,0.469
2021-12-14,1014.8,0.428,0.444,0.404,0.469
2021-12-15,1014.7,0.421,0.439,0.405,0.469
